date,bv,data,txtype
2022-04-27T22:31:00Z,15.046,-66577,1
2022-04-27T22:36:00Z,15.046,-66577,1
2022-04-27T22:41:00Z,15.046,-66577,1
2022-04-27T22:46:00Z,15.046,-66577,1
2022-04-27T22:51:00Z,15.046,-66577,1
2022-04-27T22:56:00Z,15.046,-66577,1
2022-04-27T23:01:00Z,15.046,-66577,1
2022-04-27T23:06:00Z,15.046,-66577,1
2022-04-27T23:11:00Z,15.046,-66577,1
2022-04-27T23:16:00Z,15.046,-66577,1
2022-04-27T23:21:00Z,15.046,-66577,1
2022-04-27T23:26:00Z,15.046,-66577,1
2022-04-27T23:31:00Z,13.408,-66577,1
2022-04-27T23:31:00Z,15.046,-66577,1
2022-04-27T23:36:00Z,13.408,-66577,1
2022-04-27T23:36:00Z,15.046,-66577,1
2022-04-27T23:41:00Z,13.408,-66577,1
2022-04-27T23:41:00Z,15.046,-66577,1
2022-04-27T23:46:00Z,15.046,-66577,1
2022-04-27T23:46:00Z,13.408,-66577,1
2022-04-27T23:51:00Z,15.046,-66577,1
2022-04-27T23:51:00Z,13.408,-66577,1
2022-04-27T23:56:00Z,15.046,-66577,1
2022-04-27T23:56:00Z,13.408,-66577,1
2022-04-28T00:01:00Z,15.046,1361,1
2022-04-28T00:01:00Z,13.408,1361,1
2022-04-28T00:06:00Z,15.046,1361,1
2022-04-28T00:06:00Z,13.408,1361,1
2022-04-28T00:11:00Z,15.046,1361,1
2022-04-28T00:11:00Z,13.408,1361,1
2022-04-28T00:16:00Z,15.046,1361,1
2022-04-28T00:16:00Z,13.408,1361,1
2022-04-28T00:21:00Z,15.046,1361,1
2022-04-28T00:21:00Z,13.408,1361,1
2022-04-28T00:26:00Z,13.408,1361,1
2022-04-28T00:26:00Z,15.046,1361,1
2022-04-28T00:31:00Z,13.408,1361,1
2022-04-28T00:36:00Z,13.408,1361,1
2022-04-28T00:41:00Z,13.408,1361,1
2022-04-28T00:46:00Z,13.408,1361,1
2022-04-28T00:51:00Z,13.408,1361,1
2022-04-28T00:56:00Z,13.408,1361,1
2022-04-28T01:01:00Z,13.408,1361,1
2022-04-28T01:06:00Z,13.408,1361,1
2022-04-28T01:11:00Z,13.408,1361,1
2022-04-28T01:16:00Z,13.408,1362,1
2022-04-28T01:21:00Z,13.408,1361,1
2022-04-28T01:26:00Z,13.408,1361,1
2022-04-28T01:31:00Z,13.408,1361,1
2022-04-28T01:36:00Z,13.408,1361,1
2022-04-28T01:41:00Z,13.408,1361,1
2022-04-28T01:46:00Z,13.408,1361,1
2022-04-28T01:51:00Z,13.408,1361,1
2022-04-28T01:56:00Z,13.408,1361,1
2022-04-28T02:01:00Z,13.408,1361,1
2022-04-28T02:06:00Z,13.408,1362,1
2022-04-28T02:11:00Z,13.408,1362,1
2022-04-28T02:16:00Z,13.408,1362,1
2022-04-28T02:21:00Z,13.408,1362,1
2022-04-28T02:26:00Z,13.408,1363,1
2022-04-28T02:31:00Z,13.174000000000001,1363,1
2022-04-28T02:31:00Z,13.408,1363,1
2022-04-28T02:36:00Z,13.174000000000001,1363,1
2022-04-28T02:36:00Z,13.408,1363,1
2022-04-28T02:41:00Z,13.174000000000001,1363,1
2022-04-28T02:41:00Z,13.408,1363,1
2022-04-28T02:46:00Z,13.174000000000001,1362,1
2022-04-28T02:46:00Z,13.408,1362,1
2022-04-28T02:51:00Z,13.408,1363,1
2022-04-28T02:51:00Z,13.174000000000001,1363,1
2022-04-28T02:56:00Z,13.174000000000001,1363,1
2022-04-28T02:56:00Z,13.408,1363,1
2022-04-28T03:01:00Z,13.408,1363,1
2022-04-28T03:01:00Z,13.174000000000001,1363,1
2022-04-28T03:06:00Z,13.408,1363,1
2022-04-28T03:06:00Z,13.174000000000001,1363,1
2022-04-28T03:11:00Z,13.174000000000001,1363,1
2022-04-28T03:11:00Z,13.408,1363,1
2022-04-28T03:16:00Z,13.408,1364,1
2022-04-28T03:16:00Z,13.174000000000001,1364,1
2022-04-28T03:21:00Z,13.408,1364,1
2022-04-28T03:21:00Z,13.174000000000001,1364,1
2022-04-28T03:26:00Z,13.408,1365,1
2022-04-28T03:26:00Z,13.174000000000001,1365,1
2022-04-28T03:31:00Z,12.94,1365,1
2022-04-28T03:31:00Z,13.174000000000001,1365,1
2022-04-28T03:36:00Z,12.94,1365,1
2022-04-28T03:36:00Z,13.174000000000001,1365,1
2022-04-28T03:41:00Z,13.174000000000001,1365,1
2022-04-28T03:41:00Z,12.94,1365,1
2022-04-28T03:46:00Z,13.174000000000001,1365,1
2022-04-28T03:46:00Z,12.94,1365,1
2022-04-28T03:51:00Z,12.94,1366,1
2022-04-28T03:51:00Z,13.174000000000001,1366,1
2022-04-28T03:56:00Z,12.94,1367,1
2022-04-28T03:56:00Z,13.174000000000001,1367,1
2022-04-28T04:01:00Z,12.94,1367,1
2022-04-28T04:01:00Z,13.174000000000001,1367,1
2022-04-28T04:06:00Z,12.94,1367,1
