,date,data,bv,txtype
504,2021-11-03T12:40:00Z,990,12.706,1
505,2021-11-03T12:45:00Z,989,12.706,1
506,2021-11-03T12:50:00Z,989,12.706,1
507,2021-11-03T12:55:00Z,989,12.706,1
508,2021-11-03T13:00:00Z,989,12.706,1
509,2021-11-03T13:05:00Z,989,12.706,1
510,2021-11-03T13:10:00Z,989,12.706,1
511,2021-11-03T13:15:00Z,989,12.706,1
512,2021-11-03T13:20:00Z,989,12.706,1
513,2021-11-03T13:25:00Z,988,12.706,1
514,2021-11-03T13:30:00Z,988,12.706,1
515,2021-11-03T13:35:00Z,988,12.706,1
516,2021-11-03T13:40:00Z,989,12.706,1
517,2021-11-03T13:45:00Z,989,12.706,1
518,2021-11-03T13:50:00Z,989,12.706,1
519,2021-11-03T13:55:00Z,989,12.706,1
520,2021-11-03T14:00:00Z,989,12.706,1
521,2021-11-03T14:05:00Z,988,12.706,1
522,2021-11-03T14:10:00Z,988,12.706,1
523,2021-11-03T14:15:00Z,988,12.706,1
524,2021-11-03T14:20:00Z,989,12.706,1
525,2021-11-03T14:25:00Z,988,12.706,1
526,2021-11-03T14:30:00Z,988,12.706,1
527,2021-11-03T14:35:00Z,989,12.706,1
528,2021-11-03T14:40:00Z,988,12.706,1
529,2021-11-03T14:45:00Z,988,12.706,1
530,2021-11-03T14:50:00Z,988,12.706,1
531,2021-11-03T14:55:00Z,988,12.706,1
532,2021-11-03T15:00:00Z,989,12.706,1
533,2021-11-03T15:05:00Z,989,12.706,1
534,2021-11-03T15:10:00Z,989,12.706,1
535,2021-11-03T15:15:00Z,988,12.706,1
536,2021-11-03T15:20:00Z,989,12.706,1
537,2021-11-03T15:25:00Z,989,12.706,1
538,2021-11-03T15:30:00Z,989,12.706,1
539,2021-11-03T15:35:00Z,989,12.706,1
540,2021-11-03T15:40:00Z,989,12.706,1
541,2021-11-03T15:45:00Z,989,12.706,1
542,2021-11-03T15:50:00Z,989,12.706,1
543,2021-11-03T15:55:00Z,989,12.706,1
544,2021-11-03T16:00:00Z,989,12.706,1
545,2021-11-03T16:05:00Z,990,12.706,1
546,2021-11-03T16:10:00Z,990,12.706,1
547,2021-11-03T16:15:00Z,990,12.706,1
548,2021-11-03T16:20:00Z,990,12.706,1
549,2021-11-03T16:25:00Z,990,12.706,1
550,2021-11-03T16:30:00Z,990,12.706,1
551,2021-11-03T16:35:00Z,990,12.706,1
552,2021-11-03T16:40:00Z,991,12.706,1
553,2021-11-03T16:45:00Z,990,12.706,1
554,2021-11-03T16:45:00Z,990,13.174,1
