OBJECTID,IN_FID,NEAR_FID,NEAR_DIST,NEAR_RANK,FROM_X,FROM_Y,NEAR_X,NEAR_Y
-1,23,421,0.059635979073040,8,-159.371299999999991,22.131599999999999,-159.376599999999996,22.072199999999999
-1,23,422,0.059744539499439,9,-159.371299999999991,22.131599999999999,-159.376700000000000,22.072099999999999
-1,23,541,0.059785031571457,10,-159.371299999999991,22.131599999999999,-159.376000000000005,22.071999999999999
-1,24,434,0.025641567814779,1,-159.362300000000005,22.115400000000001,-159.375799999999998,22.093599999999999
-1,24,433,0.026828517666101,2,-159.362300000000005,22.115400000000001,-159.385600000000011,22.102100400000001
-1,24,436,0.035117232237178,3,-159.362300000000005,22.115400000000001,-159.366199999999992,22.080500000000001
-1,24,435,0.035284132411043,4,-159.362300000000005,22.115400000000001,-159.365900000000011,22.080300000000001
-1,24,437,0.036358492818050,5,-159.362300000000005,22.115400000000001,-159.378600000000006,22.082899999999999
-1,24,421,0.045505274419565,6,-159.362300000000005,22.115400000000001,-159.376599999999996,22.072199999999999
-1,24,541,0.045510987684296,7,-159.362300000000005,22.115400000000001,-159.376000000000005,22.071999999999999
-1,24,422,0.045631677593532,8,-159.362300000000005,22.115400000000001,-159.376700000000000,22.072099999999999
-1,24,423,0.052070816880870,9,-159.362300000000005,22.115400000000001,-159.395888899999989,22.075611110000001
-1,24,438,0.054900608376312,10,-159.362300000000005,22.115400000000001,-159.312000000000012,22.137399700000000
-1,25,231,0.024423963642299,1,-156.257800000000003,20.913300000000000,-156.282000000000011,20.910000000000000
-1,25,230,0.049579483660065,2,-156.257800000000003,20.913300000000000,-156.303059999999988,20.893059999999998
-1,25,228,0.049853578082448,3,-156.257800000000003,20.913300000000000,-156.307184900000010,20.920119889999999
-1,25,552,0.050657852945042,4,-156.257800000000003,20.913300000000000,-156.212315999999987,20.890996999999999
-1,25,218,0.051162105626778,5,-156.257800000000003,20.913300000000000,-156.212189200000012,20.890122080000001
-1,25,229,0.066554066442543,6,-156.257800000000003,20.913300000000000,-156.322499999999991,20.928899800000000
-1,25,523,0.080772767688129,7,-156.257800000000003,20.913300000000000,-156.294800000000009,20.841500000000000
-1,25,227,0.087717035202353,8,-156.257800000000003,20.913300000000000,-156.345516900000007,20.913454009999999
-1,25,216,0.094895491398447,9,-156.257800000000003,20.913300000000000,-156.340517699999992,20.866792619999998
-1,25,453,0.097550119385570,10,-156.257800000000003,20.913300000000000,-156.313852700000012,20.833461910000000
-1,26,229,0.010155112999865,1,-156.326799999999992,20.919699999999999,-156.322499999999991,20.928899800000000
-1,26,228,0.019619593666062,2,-156.326799999999992,20.919699999999999,-156.307184900000010,20.920119889999999
-1,26,227,0.019731567010521,3,-156.326799999999992,20.919699999999999,-156.345516900000007,20.913454009999999
-1,26,230,0.035683009962729,4,-156.326799999999992,20.919699999999999,-156.303059999999988,20.893059999999998
-1,26,231,0.045838084602198,5,-156.326799999999992,20.919699999999999,-156.282000000000011,20.910000000000000
-1,26,215,0.049256077886611,6,-156.326799999999992,20.919699999999999,-156.373849400000012,20.905122100000000
-1,26,216,0.054656803343724,7,-156.326799999999992,20.919699999999999,-156.340517699999992,20.866792619999998
