date,bv,data,txtype
2021-03-16T19:09:00Z,15.046,-66577,1
2021-03-16T19:14:00Z,15.046,-66577,1
2021-03-16T19:19:00Z,15.046,-66577,1
2021-03-16T19:24:00Z,15.046,-66577,1
2021-03-16T19:29:00Z,15.046,-66577,1
2021-03-16T19:34:00Z,15.046,-66577,1
2021-03-16T19:39:00Z,15.046,-66577,1
2021-03-16T19:44:00Z,15.046,-66577,1
2021-03-16T19:49:00Z,15.046,-66577,1
2021-03-16T19:54:00Z,15.046,-66577,1
2021-03-16T19:59:00Z,15.046,-66577,1
2021-03-16T20:04:00Z,15.046,-66577,1
2021-03-16T20:09:00Z,12.94,-66577,1
2021-03-16T20:09:00Z,15.046,-66577,1
2021-03-16T20:14:00Z,15.046,-66577,1
2021-03-16T20:14:00Z,12.94,-66577,1
2021-03-16T20:19:00Z,15.046,-66577,1
2021-03-16T20:19:00Z,12.94,-66577,1
2021-03-16T20:24:00Z,15.046,4568,1
2021-03-16T20:24:00Z,12.94,4568,1
2021-03-16T20:29:00Z,12.94,4567,1
2021-03-16T20:29:00Z,15.046,4567,1
2021-03-16T20:34:00Z,15.046,4565,1
2021-03-16T20:34:00Z,12.94,4565,1
2021-03-16T20:39:00Z,12.94,4564,1
2021-03-16T20:39:00Z,15.046,4564,1
2021-03-16T20:44:00Z,12.94,4562,1
2021-03-16T20:44:00Z,15.046,4562,1
2021-03-16T20:49:00Z,15.046,4561,1
2021-03-16T20:49:00Z,12.94,4561,1
2021-03-16T20:54:00Z,15.046,4560,1
2021-03-16T20:54:00Z,12.94,4560,1
2021-03-16T20:59:00Z,15.046,4559,1
2021-03-16T20:59:00Z,12.94,4559,1
2021-03-16T21:04:00Z,15.046,4556,1
2021-03-16T21:04:00Z,12.94,4556,1
2021-03-16T21:09:00Z,12.706,4556,1
2021-03-16T21:09:00Z,12.94,4556,1
2021-03-16T21:14:00Z,12.706,4554,1
2021-03-16T21:14:00Z,12.94,4554,1
2021-03-16T21:19:00Z,12.706,4554,1
2021-03-16T21:19:00Z,12.94,4554,1
2021-03-16T21:24:00Z,12.706,3302,1
2021-03-16T21:24:00Z,12.94,3302,1
2021-03-16T21:29:00Z,12.94,3301,1
2021-03-16T21:29:00Z,12.706,3301,1
2021-03-16T21:34:00Z,12.94,3300,1
2021-03-16T21:34:00Z,12.706,3300,1
2021-03-16T21:39:00Z,12.94,3298,1
2021-03-16T21:39:00Z,12.706,3298,1
2021-03-16T21:44:00Z,12.706,3297,1
2021-03-16T21:44:00Z,12.94,3297,1
2021-03-16T21:49:00Z,12.94,3296,1
2021-03-16T21:49:00Z,12.706,3296,1
2021-03-16T21:54:00Z,12.94,3294,1
2021-03-16T21:54:00Z,12.706,3294,1
2021-03-16T21:59:00Z,12.94,3293,1
2021-03-16T21:59:00Z,12.706,3293,1
2021-03-16T22:04:00Z,12.706,3291,1
2021-03-16T22:04:00Z,12.94,3291,1
2021-03-16T22:09:00Z,12.706,3291,1
2021-03-16T22:14:00Z,12.706,3289,1
2021-03-16T22:19:00Z,12.706,3287,1
2021-03-16T22:24:00Z,12.706,3287,1
2021-03-16T22:29:00Z,12.706,3285,1
2021-03-16T22:34:00Z,12.706,3284,1
2021-03-16T22:39:00Z,12.706,3282,1
2021-03-16T22:44:00Z,12.706,3282,1
2021-03-16T22:49:00Z,12.706,3281,1
2021-03-16T22:54:00Z,12.706,3279,1
2021-03-16T22:59:00Z,12.706,3278,1
2021-03-16T23:04:00Z,12.706,3277,1
2021-03-16T23:09:00Z,12.94,3275,1
2021-03-16T23:09:00Z,12.706,3275,1
2021-03-16T23:14:00Z,12.94,3275,1
2021-03-16T23:14:00Z,12.706,3275,1
2021-03-16T23:19:00Z,12.706,3273,1
2021-03-16T23:19:00Z,12.94,3273,1
2021-03-16T23:24:00Z,12.706,3272,1
2021-03-16T23:24:00Z,12.94,3272,1
2021-03-16T23:29:00Z,12.706,3270,1
2021-03-16T23:29:00Z,12.94,3270,1
2021-03-16T23:34:00Z,12.706,3269,1
2021-03-16T23:34:00Z,12.94,3269,1
2021-03-16T23:39:00Z,12.706,3268,1
2021-03-16T23:39:00Z,12.94,3268,1
2021-03-16T23:44:00Z,12.706,3266,1
2021-03-16T23:44:00Z,12.94,3266,1
2021-03-16T23:49:00Z,12.94,3264,1
2021-03-16T23:49:00Z,12.706,3264,1
2021-03-16T23:54:00Z,12.94,3264,1
2021-03-16T23:54:00Z,12.706,3264,1
2021-03-16T23:59:00Z,12.94,3262,1
2021-03-16T23:59:00Z,12.706,3262,1
2021-03-17T00:04:00Z,12.706,3261,1
2021-03-17T00:04:00Z,12.94,3261,1
2021-03-17T00:09:00Z,12.706,3259,1
2021-03-17T00:09:00Z,12.94,3259,1
2021-03-17T00:14:00Z,12.94,3259,1
2021-03-17T00:14:00Z,12.706,3259,1
2021-03-17T00:19:00Z,12.94,3257,1
2021-03-17T00:19:00Z,12.706,3257,1
2021-03-17T00:24:00Z,12.94,3255,1
2021-03-17T00:24:00Z,12.706,3255,1
2021-03-17T00:29:00Z,12.706,3255,1
2021-03-17T00:29:00Z,12.94,3255,1
2021-03-17T00:34:00Z,12.94,3253,1
2021-03-17T00:34:00Z,12.706,3253,1
2021-03-17T00:39:00Z,12.706,3251,1
2021-03-17T00:39:00Z,12.94,3251,1
2021-03-17T00:44:00Z,12.706,3249,1
2021-03-17T00:44:00Z,12.94,3249,1
2021-03-17T00:49:00Z,12.94,3248,1
2021-03-17T00:49:00Z,12.706,3248,1
2021-03-17T00:54:00Z,12.94,3248,1
2021-03-17T00:54:00Z,12.706,3248,1
2021-03-17T00:59:00Z,12.94,3247,1
2021-03-17T00:59:00Z,12.706,3247,1
2021-03-17T01:04:00Z,12.94,3245,1
2021-03-17T01:04:00Z,12.706,3245,1
2021-03-17T01:09:00Z,12.706,3244,1
2021-03-17T01:14:00Z,12.706,3243,1
2021-03-17T01:19:00Z,12.706,3242,1
2021-03-17T01:24:00Z,12.706,3241,1
2021-03-17T01:29:00Z,12.706,3239,1
2021-03-17T01:34:00Z,12.706,3238,1
2021-03-17T01:39:00Z,12.706,3236,1
2021-03-17T01:44:00Z,12.706,3235,1
2021-03-17T01:49:00Z,12.706,3234,1
2021-03-17T01:54:00Z,12.706,3233,1
2021-03-17T01:59:00Z,12.706,3231,1
2021-03-17T02:04:00Z,12.706,3230,1
2021-03-17T02:09:00Z,12.706,3229,1
2021-03-17T02:14:00Z,12.706,3227,1
2021-03-17T02:19:00Z,12.706,3226,1
2021-03-17T02:24:00Z,12.706,3225,1
2021-03-17T02:29:00Z,12.706,3223,1
2021-03-17T02:34:00Z,12.706,3222,1
2021-03-17T02:39:00Z,12.706,3221,1
2021-03-17T02:44:00Z,12.706,3220,1
2021-03-17T02:49:00Z,12.706,3218,1
2021-03-17T02:54:00Z,12.706,3217,1
2021-03-17T02:59:00Z,12.706,3216,1
2021-03-17T03:04:00Z,12.706,3214,1
2021-03-17T03:09:00Z,12.706,3213,1
2021-03-17T03:09:00Z,12.472000000000001,3213,1
2021-03-17T03:14:00Z,12.706,3212,1
2021-03-17T03:14:00Z,12.472000000000001,3212,1
2021-03-17T03:19:00Z,12.472000000000001,3211,1
2021-03-17T03:19:00Z,12.706,3211,1
2021-03-17T03:24:00Z,12.706,3209,1
2021-03-17T03:24:00Z,12.472000000000001,3209,1
2021-03-17T03:29:00Z,12.706,3208,1
2021-03-17T03:29:00Z,12.472000000000001,3208,1
2021-03-17T03:34:00Z,12.706,3207,1
2021-03-17T03:34:00Z,12.472000000000001,3207,1
2021-03-17T03:39:00Z,12.706,3205,1
2021-03-17T03:39:00Z,12.472000000000001,3205,1
2021-03-17T03:44:00Z,12.706,3204,1
2021-03-17T03:44:00Z,12.472000000000001,3204,1
2021-03-17T03:49:00Z,12.706,3203,1
2021-03-17T03:49:00Z,12.472000000000001,3203,1
2021-03-17T03:54:00Z,12.706,3201,1
2021-03-17T03:54:00Z,12.472000000000001,3201,1
2021-03-17T03:59:00Z,12.472000000000001,3200,1
