date,bv,data,txtype
2022-04-26T22:09:00Z,15.046,-66577,1
2022-04-26T22:14:00Z,15.046,-66577,1
2022-04-26T22:19:00Z,15.046,-66577,1
2022-04-26T22:24:00Z,15.046,-66577,1
2022-04-26T22:29:00Z,15.046,-66577,1
2022-04-26T22:34:00Z,15.046,-66577,1
2022-04-26T22:39:00Z,15.046,-66577,1
2022-04-26T22:44:00Z,15.046,-66577,1
2022-04-26T22:49:00Z,15.046,-66577,1
2022-04-26T22:54:00Z,15.046,-66577,1
2022-04-26T22:59:00Z,15.046,-66577,1
2022-04-26T23:04:00Z,15.046,-66577,1
2022-04-26T23:09:00Z,13.642000000000001,-66577,1
2022-04-26T23:09:00Z,15.046,-66577,1
2022-04-26T23:14:00Z,15.046,-66577,1
2022-04-26T23:14:00Z,13.642000000000001,-66577,1
2022-04-26T23:19:00Z,15.046,-66577,1
2022-04-26T23:19:00Z,13.642000000000001,-66577,1
2022-04-26T23:24:00Z,13.642000000000001,-66577,1
2022-04-26T23:24:00Z,15.046,-66577,1
2022-04-26T23:29:00Z,15.046,-66577,1
2022-04-26T23:29:00Z,13.642000000000001,-66577,1
2022-04-26T23:34:00Z,13.642000000000001,-66577,1
2022-04-26T23:34:00Z,15.046,-66577,1
2022-04-26T23:39:00Z,15.046,-66577,1
2022-04-26T23:39:00Z,13.642000000000001,-66577,1
2022-04-26T23:44:00Z,15.046,-223,1
2022-04-26T23:44:00Z,13.642000000000001,-223,1
2022-04-26T23:49:00Z,15.046,-222,1
2022-04-26T23:49:00Z,13.642000000000001,-222,1
2022-04-26T23:54:00Z,15.046,-223,1
2022-04-26T23:54:00Z,13.642000000000001,-223,1
2022-04-26T23:59:00Z,15.046,-223,1
2022-04-26T23:59:00Z,13.642000000000001,-223,1
2022-04-27T00:04:00Z,15.046,-222,1
2022-04-27T00:04:00Z,13.642000000000001,-222,1
2022-04-27T00:09:00Z,13.408,-222,1
2022-04-27T00:09:00Z,13.642000000000001,-222,1
2022-04-27T00:14:00Z,13.642000000000001,-223,1
2022-04-27T00:14:00Z,13.408,-223,1
2022-04-27T00:19:00Z,13.642000000000001,-223,1
2022-04-27T00:19:00Z,13.408,-223,1
2022-04-27T00:24:00Z,13.642000000000001,-223,1
2022-04-27T00:24:00Z,13.408,-223,1
